ID,Filename,Utterance start time,Estimated Lexical Match,Certainty,Target Letter,Audio Quality Comment,Cluster Status,Cluster ID,curve_c,curve_m,Condition,avg_sim,avg_phon_sim
0006_VAZ,VF-003-20170316120603.wav,4,danse,3.0,d,high,1,1,13.484555178611952,0.0295311650284503,2,0.7752777,0.5555555555555555
0006_VAZ,VF-003-20170316120603.wav,7,dusk,2.0,d,high,0,2,13.484555178611952,0.0295311650284503,2,0.8833573,0.611111111111111
0006_VAZ,VF-003-20170316120603.wav,10,dør,3.0,d,high,1,2,13.484555178611952,0.0295311650284503,2,0.8833573,0.611111111111111
0006_VAZ,VF-003-20170316120603.wav,15,derfor,3.0,d,high,0,3,13.484555178611952,0.0295311650284503,2,0.76440054,0.7777777777777778
0006_VAZ,VF-003-20170316120603.wav,19,drømme,1.0,d,high,1,3,13.484555178611952,0.0295311650284503,2,0.76440054,0.7777777777777778
0006_VAZ,VF-003-20170316120603.wav,38,drab,3.0,d,high,0,4,13.484555178611952,0.0295311650284503,2,0.705697,0.6484444444444443
0006_VAZ,VF-003-20170316120603.wav,44,direktør,3.0,d,high,1,4,13.484555178611952,0.0295311650284503,2,0.705697,0.6484444444444443
0006_VAZ,VF-003-20170316120603.wav,48,danmark,3.0,d,high,1,4,13.484555178611952,0.0295311650284503,2,0.705697,0.6484444444444443
0006_VAZ,VF-003-20170316120603.wav,52,daske,3.0,d,high,1,4,13.484555178611952,0.0295311650284503,2,0.705697,0.6484444444444443
0006_VAZ,VF-003-20170316120603.wav,57,dyr,3.0,d,high,1,4,13.484555178611952,0.0295311650284503,2,0.705697,0.6484444444444443
0006_VAZ,VF-003-20170316133309.wav,1,lov,2.0,l,high,0,1,24.77488534220453,0.0202062628814949,3,0.7332104,0.9407407407407407
0006_VAZ,VF-003-20170316133309.wav,2,løve,3.0,l,high,1,1,24.77488534220453,0.0202062628814949,3,0.7332104,0.9407407407407407
0006_VAZ,VF-003-20170316133309.wav,4,livet,3.0,l,high,1,1,24.77488534220453,0.0202062628814949,3,0.7332104,0.9407407407407407
0006_VAZ,VF-003-20170316133309.wav,7,løs,3.0,l,high,0,2,24.77488534220453,0.0202062628814949,3,0.84907717,0.8500000000000001
0006_VAZ,VF-003-20170316133309.wav,9,luksus,3.0,l,high,1,2,24.77488534220453,0.0202062628814949,3,0.84907717,0.8500000000000001
0006_VAZ,VF-003-20170316133309.wav,28,liv,3.0,l,high,0,3,24.77488534220453,0.0202062628814949,3,0.79533356,0.84
0006_VAZ,VF-003-20170316133309.wav,30,løvehjerte,3.0,l,high,1,3,24.77488534220453,0.0202062628814949,3,0.79533356,0.84
0006_VAZ,VF-003-20170316133309.wav,34,lovgivning,3.0,l,high,0,4,24.77488534220453,0.0202062628814949,3,0.796906,0.5476190476190476
0006_VAZ,VF-003-20170316133309.wav,38,læs,3.0,l,high,1,4,24.77488534220453,0.0202062628814949,3,0.796906,0.5476190476190476
0006_VAZ,VF-003-20170316133309.wav,45,lov,3.0,l,high,0,5,24.77488534220453,0.0202062628814949,3,0.735544,0.6359999999999999
0006_VAZ,VF-003-20170316133309.wav,47,lost,2.0,l,high,1,5,24.77488534220453,0.0202062628814949,3,0.735544,0.6359999999999999
0006_VAZ,VF-003-20170316133309.wav,51,ledning,3.0,l,high,1,5,24.77488534220453,0.0202062628814949,3,0.735544,0.6359999999999999
0006_VAZ,VF-003-20170316133309.wav,54,læsehest,3.0,l,high,1,5,24.77488534220453,0.0202062628814949,3,0.735544,0.6359999999999999
0006_VAZ,VF-003-20170316133309.wav,59,læskedrik,3.0,l,high,1,5,24.77488534220453,0.0202062628814949,3,0.735544,0.6359999999999999
0019_YRF,VF-003-20230327122603.wav,4,dumdristig,3.0,d,low,0,1,15.652590479433943,0.0428310934985451,3,0.7471628,0.7256613756613758
0019_YRF,VF-003-20230327122603.wav,5,drille,1.0,d,low,1,1,15.652590479433943,0.0428310934985451,3,0.7471628,0.7256613756613758
0019_YRF,VF-003-20230327122603.wav,6,drillepind,1.0,d,low,1,1,15.652590479433943,0.0428310934985451,3,0.7471628,0.7256613756613758
0019_YRF,VF-003-20230327122603.wav,17,dør,3.0,d,low,0,3,15.652590479433943,0.0428310934985451,3,0.9431419,0.8666666666666667
0019_YRF,VF-003-20230327122603.wav,19,drøbel,2.0,d,low,1,3,15.652590479433943,0.0428310934985451,3,0.9431419,0.8666666666666667
0019_YRF,VF-003-20230327122603.wav,25,dyr,3.0,d,low,0,4,15.652590479433943,0.0428310934985451,3,0.9325583,0.6666666666666666
0019_YRF,VF-003-20230327122603.wav,27,duge,2.0,d,low,1,4,15.652590479433943,0.0428310934985451,3,0.9325583,0.6666666666666666
0019_YRF,VF-003-20230327122603.wav,40,dansk,3.0,d,low,0,5,15.652590479433943,0.0428310934985451,3,0.7800398,0.5
0019_YRF,VF-003-20230327122603.wav,45,drøbel,2.0,d,low,1,5,15.652590479433943,0.0428310934985451,3,0.7800398,0.5
0019_YRF,VF-003-20230327122603.wav,50,,1.0,d,low,1,5,15.652590479433943,0.0428310934985451,3,0.7800398,0.5
0019_YRF,VF-003-20230327122603.wav,59,,,d,low,1,5,15.652590479433943,0.0428310934985451,3,0.7800398,0.5
0019_YRF,VF-003-20230327095945.wav,4,læg,2.0,l,low,0,2,34.42018883965902,0.0181404696945461,1,0.86885124,0.775
0019_YRF,VF-003-20230327095945.wav,5,læggekartofler,3.0,l,low,1,2,34.42018883965902,0.0181404696945461,1,0.86885124,0.775
0019_YRF,VF-003-20230327095945.wav,18,lammeskind,3.0,l,low,0,4,34.42018883965902,0.0181404696945461,1,0.839255,0.7066666666666666
